postcode,location,district,state,mukim,postcode1,postcode2,postcode3
nan,KAMPUNG MASJID BATU,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG MASJID GATING,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG MASJID TANGKOH,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG MASJID TUA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG MELEKAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG NERUSA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PADANG JUAL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PASIT,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PAYA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PUTONG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG RENGGOH,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SEBERANG JELAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SEGINYEH,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SELARU,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SENARAK,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SENIBAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SERTING JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SIKOTA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SIMAT,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SIMPANG INAS LAMA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SIMPANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SOLOK AYER KUNING,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SOLOK PISANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SOMPO,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SUNGAI SALA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANAH BARU,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANGGAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANGKOH HILIR,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANGKOH HULU,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANJONG PISANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANJONG TENGAH,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TERING,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TINGGAL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TULANG RIMAU,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TUMANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU INAS,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU NURI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU PUNGGOR,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU TANGGAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,KUALA KEPIS (BATU 12),JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG BAN ONN,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG SEE KEE,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG SEKOTA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG TAI HIN SAN,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG UNITED,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG YONG SENG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,PEKAN JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT AYER MAWANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT DANGI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT KUALA JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT PADANG JUAL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT PASIT,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,SIMPANG DANGI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,SIMPANG LANGKAP,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,SIMPANG SENIBAI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN AIR MAWANG,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DANGI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN JOHOL,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,TOK KONG BATU TANGGA,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,BEG BERKUNCI,JOHOL,NEGERI SEMBILAN,,nan,nan,nan
nan,BUKIT ROKAN UTARA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,BUKIT ROKAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA BUKIT ROKAN BARAT,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA BUKIT ROKAN UTARA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA BUKIT ROKAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,GEMENCHEH LAMA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,GEMENCHEH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,INSTITUT TAHFIZ,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG AIR KUNING,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG AYER GELUGOR,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG AYER RAWA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU GEDOK,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU JELAI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU SERI DANGI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU SUNGAI DUA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BATANG ROKAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BUNGA RAYA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG GEDOK,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG JELAWAI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PULAU,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ROKAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SERI ASAHAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SERI GEMENCHEH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SUNGAI DUA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SUNGAI JERNEH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SUNGAI KEPONG,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SUNGAI SALAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TANJONG MELINTANG,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TENAI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TENGAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU ROKAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LOJI BEKALAN AIR GEMENCHEH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,MAKTAB RENDAH SAINS MARA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT GEMENCHEH 2,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT GEMENCHEH LAMA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT KAMPUNG TENGAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN ASAHAN JAYA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BUKIT GEMENCHEH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BUNGA RAYA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DATO MOHD TAHA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMBIRA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMENCHEH BARU,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMENCHEH LAMA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN IMPIAN JAYA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN KOMERSIAL SURIA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MELOR 2,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MELOR,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MERAK UTAMA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MERAK,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MUHIBAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN NURI INDAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN ORKID 2,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN ORKID,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN REGENT,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SEMARAK AIR KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SENTOSA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SERI INTAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN YU YI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,PETI SURAT,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,BEG BERKUNCI,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,BATANG MELAKA ESTATE,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,BATANG MELAKA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA BUKIT JALOR,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU CINA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU INDIA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU MELAYU,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PARIT BULUH AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PAYA LEBAR AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PUNGGOR,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TENGAH AIR KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,KAYU ESTATE,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG ATLAS,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG AYER TENGAH,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG BUKIT KATIL,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG CHINPUL,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG NAM BEE,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG ONG GUAN NEO,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG REGENT,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG TAMPIN (MELAKA PINDAH),GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BATANG MELAKA,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SEMARAK,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SERI AYER KUNING SELATAN,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,TIONG WATT ESTATE,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,VALLEY SIDE ESTATE,GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,"BEG BERKUNCI, BATANG MELAKA",GEMENCHEH,NEGERI SEMBILAN,,nan,nan,nan
nan,BANGKA HULU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,DATARAN SATRIA 1,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,DATARAN SATRIA 3,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,DATARAN SATRIA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA SUNGAI KELAMAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,GEMAS BARU ESTATE,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,GEMAS BARU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,GEMAS ESTATE,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BENGGALI GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG LADANG,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG LONDAH BARU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG LONDAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PASIR BESAR,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG SERI LADANG,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG TIONG,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ULU LADANG,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG CHIN LIAN,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG FORTROSE,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG GOMALI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG SUNGAI KELAMAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,PEKAN GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,PUSAT KOMERSIAL PAHLAWAN,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,PUSAT KOMERSIAL PERWIRA GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,PUSAT KOMERSIAL SERI MUTIARA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,PUSAT PERNIAGAAN HARMONI GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,SUNGAI KELAMAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN ANGGERIK DESA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BAKTI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BINTANG,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BUKIT GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN BUKIT LENTANG (GEMAS BARU),GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DAMAI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DATARAN SURIA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DESA GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DESA PERMAI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMAS BARU II,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMAS BARU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMAS JAYA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMAS SETIA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GEMBIRA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN GOLDEN HILL,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN HALA CARA BARU,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN INDAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MEGAH,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MOLEK,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MORRIS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN PASIR BESAR,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN PINGGIRAN FELDA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SAHABAT,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SENTOSA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SERI GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SERI MUTIARA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SUNGAI GEMAS,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN WIRA,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,BEG BERKUNCI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PASIR BESAR,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PASIR BESAR,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PALONG (4 - 6),PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,PALONG 6 & 8,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,PUSAT BANDAR PALONG,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PALONG 1,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PALONG 2,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PALONG 3,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA PALONG (7 - 8),PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG JERAM PANJANG,PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,"PALONG 9 - 14, 16",PUSAT BANDAR PALONG,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA JELAI 1,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA JELAI 2,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA JELAI 3,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,FELDA JELAI 4,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,GUGUSAN FELDA JELAI,GEMAS,NEGERI SEMBILAN,,nan,nan,nan
nan,BUKIT TINGGI ESTATE,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,GOODWOOD ESTATE,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BALAI CHINA,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BARU ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BATU PETI,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG BUKIT PILAH,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG FELCRA ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG PANCHOR,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,KAMPUNG ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG BUKIT PILAH ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG BUKIT PILAH,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG MIDDLETON PALONG,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG MIDDLETON ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG MIDDLETON,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,LADANG NEW ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,MIDDLETON ESTATE,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,RUMAH RAKYAT ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN DESA ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN MELOR ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SAUJANA,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SRI ROMPIN,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TAMAN SURIA,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,TANAH PANJIS,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,PETI SURAT,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,BEG BERKUNCI,ROMPIN,NEGERI SEMBILAN,,nan,nan,nan
nan,BANDAR HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,BANGUNAN TABUNG HAJI,MELAKA,MELAKA,,nan,nan,nan
nan,BUKIT GEDONG,MELAKA,MELAKA,,nan,nan,nan
nan,CENTURY MAHKOTA,MELAKA,MELAKA,,nan,nan,nan
nan,DATARAN PAHLAWAN MELAKA MEGAMALL,MELAKA,MELAKA,,nan,nan,nan
nan,DATARAN PAHLAWAN,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT BAKTI MUTIARA,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT BANDA KABA,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT BANDAR HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT GARDEN CITY,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT LAKSAMANA A/B,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT POLIS BANDAR HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,FLAT TEMENGGUNG,MELAKA,MELAKA,,nan,nan,nan
nan,HARBOUR CLUB,MELAKA,MELAKA,,nan,nan,nan
nan,HOTEL HOLIDAY INN MELAKA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN BANDA KABA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN BANDAR HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN BUKIT SENJUANG,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN CHAN KOON CHENG,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN GEREJA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN KOTA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN LAKSAMANA CHENG HO,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN LAKSAMANA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN LEONG YEW KOH,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN MELAKA RAYA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN MERDEKA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN PANJANG,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN PARAMESWARA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN PLAZA MAHKOTA,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN QUAYSIDE,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN TEMENGGONG,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN THAMBY ABDULLAH,MELAKA,MELAKA,,nan,nan,nan
nan,JALAN TUN LEW KOH,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG BANDA KABA,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG BANDAR HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG HILIR,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG JALAN PANJANG,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG PRAYA LANE,MELAKA,MELAKA,,nan,nan,nan
nan,KAMPUNG PRAYA,MELAKA,MELAKA,,nan,nan,nan
nan,LORONG BANDA KABA,MELAKA,MELAKA,,nan,nan,nan
nan,LORONG BUKIT CINA (BANDA KABA),MELAKA,MELAKA,,nan,nan,nan
nan,LORONG BUKIT CINA,MELAKA,MELAKA,,nan,nan,nan
nan,LORONG BUKIT SENJUANG,MELAKA,MELAKA,,nan,nan,nan
nan,LORONG GEREJA,MELAKA,MELAKA,,nan,nan,nan
nan,LORONG PANTAI,MELAKA,MELAKA,,nan,nan,nan
nan,MAHKOTA MEDICAL CENTER,MELAKA,MELAKA,,nan,nan,nan
nan,MAHKOTA PARADE,MELAKA,MELAKA,,nan,nan,nan
nan,MALACCA CLUB,MELAKA,MELAKA,,nan,nan,nan
